Start URL,Category,Product,Price,Slash Price,Details Link
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,THINS POTATO CHIPS SOUR CREAM & CHIVES 175G,RM15.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/thins-potato-chips-sour-cream-chives-175g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,MISSION TORTILLA CHIPS BBQ 170G,RM7.80,,https://vgg.bites.com.my/collections/snacks-sweets/products/mission-tortilla-chips-bbq-170g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,ARNOTTS MALT O MILK 250G,RM12.30,,https://vgg.bites.com.my/collections/snacks-sweets/products/arnotts-malt-o-milk-250g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,FANTASTIC RICE CRACKER CHEESE 100GM,RM5.80,,https://vgg.bites.com.my/collections/snacks-sweets/products/fantastic-rice-cracker-cheese-100gm
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,HUP SENG PING PONG CREAM CRACKERS 428G,RM4.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/hup-seng-ping-pong-cream-crackers-428g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,LAY'S ROCK EXTRA BBQ 50G,RM4.10,,https://vgg.bites.com.my/collections/snacks-sweets/products/lay-s-rock-extra-bbq-50g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,PEPPERIDGE FARM GOLDFISH CHEDDAR 187G,RM14.50,,https://vgg.bites.com.my/collections/snacks-sweets/products/pepperidge-farm-goldfish-cheddar-187g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,PEPPERIDGE FARM GOLDFISH ORIGINAL 187G,RM14.50,,https://vgg.bites.com.my/collections/snacks-sweets/products/pepperidge-farm-goldfish-original-187g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,NUTRIONE BAKED NUTS & FRUITS MEDLEY 85G,RM9.50,,https://vgg.bites.com.my/collections/snacks-sweets/products/nutrione-baked-nuts-fruits-medley-85g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,HERSHEY'S EC MILK CHOCOLATE 40G,RM3.69,RM4.00,https://vgg.bites.com.my/collections/snacks-sweets/products/hershey-s-ec-milk-chocolate-40g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY HAZEL NUT 37G,RM3.55,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-hazel-nut-37g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CHEEZELS ORIGINAL 60G,RM2.45,,https://vgg.bites.com.my/collections/snacks-sweets/products/cheezels-original-60g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,MR POTATO TUBES CRISPS HONEY CHEESE 125G,RM5.60,,https://vgg.bites.com.my/collections/snacks-sweets/products/mr-potato-tubes-crisps-honey-cheese-125g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,NATURAL CHIP CO SEA SALT & VINEGAR 175G,RM15.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/natural-chip-co-sea-salt-vinegar-175g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,NATURAL CHIP CO HONEY SOY CHICKEN 175G,RM15.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/natural-chip-co-honey-soy-chicken-175g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY DAIRY MILK PEPPERMINT BLOCK 180G,RM20.30,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-dairy-milk-peppermint-block-180g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY DAIRY MILK ROAST ALMOND BLOCK 180G,RM20.30,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-dairy-milk-roast-almond-block-180g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY SHAREPACK CARAMELLO KOALA 180G,RM25.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-sharepack-caramello-koala-180g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY SHAREPACK TWIRL 168G,RM25.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-sharepack-twirl-168g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY SHAREPACK PICNIC 180G,RM25.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-sharepack-picnic-180g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY SHAREPACK CRUNCHIE 180G,RM25.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-sharepack-crunchie-180g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,CADBURY DAIRY MILK FRUIT & NUT BLOCK 180G,RM20.30,,https://vgg.bites.com.my/collections/snacks-sweets/products/cadbury-dairy-milk-fruit-nut-block-180g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,MENTOS PURE FRESH LIME MINT 29G,RM4.00,,https://vgg.bites.com.my/collections/snacks-sweets/products/mentos-pure-fresh-lime-mint-29g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,MENTOS BOTTLE SOUR MIX 120G,RM5.60,,https://vgg.bites.com.my/collections/snacks-sweets/products/mentos-bottle-sour-mix-120g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,MENTOS FRUIT 37G,RM1.59,RM1.70,https://vgg.bites.com.my/collections/snacks-sweets/products/mentos-fruit-37g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,MENTOS BOTTLE MIX GRAPE 120G,RM5.60,,https://vgg.bites.com.my/collections/snacks-sweets/products/mentos-bottle-mix-grape-120g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,SUGUS ASSORTED POUCH 100G,RM4.55,,https://vgg.bites.com.my/collections/snacks-sweets/products/sugus-assorted-pouch-100g
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,RITTER SPORT WHOLE ALMOND 100GM,RM16.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/ritter-sport-whole-almond-100gm
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,RITTER SPORT CORN CRISP 100GM,RM16.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/ritter-sport-corn-crisp-100gm
https://vgg.bites.com.my/collections/snacks-sweets,Snacks Sweets,THINS POTATO CHIPS CHEESE & ONION 175G,RM15.90,,https://vgg.bites.com.my/collections/snacks-sweets/products/thins-potato-chips-cheese-onion-175g
