Start URL,Category,Product,Unit,Price,Slash Price,Details Link
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Baked Beans 425 g,,RM 4.80 to RM 5.10,,https://myaeon2go.com/product/2281/baked-beans-in-light-tomato-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Gula Prai Coarse Grain Sugar,1 kg,RM 2.85,,https://myaeon2go.com/product/36017/coarse-grain-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,CSR Fine Sugar,1 kg,RM 2.95,,https://myaeon2go.com/product/5430/fine-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Hot Cup,,RM 2.50,,https://myaeon2go.com/product/6072/maggi-hot-cup-chicken-57-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Hot Cup Asam Laksa,59 g,RM 2.50,,https://myaeon2go.com/product/6073/maggi-hot-cup-asam-laksa-59-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Hot Cup Curry,59 g,RM 2.50,,https://myaeon2go.com/product/6075/maggi-hot-cup-curry-59-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Prego Dry Pasta,,RM 4.50,RM 5.13,https://myaeon2go.com/product/2531/spaghetti
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Prego Spaghetti,500 g,RM 4.50,RM 5.13,https://myaeon2go.com/product/2531/spaghetti
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Knife Cooking Oil,5 kg,RM 29.99,RM 35.61,https://myaeon2go.com/product/2231/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,CSR Coarse Sugar,2 kg,RM 5.70,,https://myaeon2go.com/product/3029/coarse-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mi Sedaap Cup Noodle,,RM 2.61 to RM 3.15,,https://myaeon2go.com/product/6180/cup-noodle-baso-special
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mi Sedaap Cup Noodle Goreng,81 g,RM 2.61,,https://myaeon2go.com/product/6183/cup-noodle-goreng
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Tomato Sauce,475 g,RM 4.69,RM 5.95,https://myaeon2go.com/product/6086/tomato-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kara Natural Coconut Extract,200 ml,RM 3.59,RM 4.17,https://myaeon2go.com/product/2128/natural-coconut-extract
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Nongshim Shin Ramyun Bowl,114 g,RM 4.99,RM 6.00,https://myaeon2go.com/product/26955/shin-ramyun-bowl
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,TOPVALU Iodised Coarse Salt,350 g,RM 0.55,,https://myaeon2go.com/product/8341/iodised-coarse-salt
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Gula Prai Fine Grain Sugar,1 kg,RM 2.95,,https://myaeon2go.com/product/36012/fine-grain-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Buruh Cooking Oil,2 kg,RM 13.19,,https://myaeon2go.com/product/2235/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Mi Segera,10 x 70 g,RM 4.99,RM 7.25,https://myaeon2go.com/product/6126/mi-segera
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Nestle School Pack,140 g,RM 9.90,,https://myaeon2go.com/product/6325/school-pack
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Hot Cup Chicken Multipack,6 x 57 g,RM 14.00,,https://myaeon2go.com/product/6077/maggi-hot-cup-chicken-multipack-6-x-57-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kara Coconut Cream,65 ml,RM 1.77,,https://myaeon2go.com/product/49522/kara-coconut-cream-65-ml
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Sumo Calrose Rice,5 kg,RM 31.99,RM 34.75,https://myaeon2go.com/product/6791/calrose-rice
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Saji Cooking Oil,5 kg,RM 30.82,,https://myaeon2go.com/product/6656/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Basic Vegetarian Noodle,5 x 78 g,RM 3.59,RM 5.29,https://myaeon2go.com/product/10000/mamee-basic-vegetarian-noodle-5-x-80-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Hot Cup Tom Yam Multipack,6 x 61 g,RM 14.00,,https://myaeon2go.com/product/6079/maggi-hot-cup-tom-yam-multipack-6-x-61-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Nestle Nestum 3 In 1 Original,14 x 28 g,RM 10.99,RM 12.89,https://myaeon2go.com/product/2017/nestum-3-in-1-original
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Nestle Nestum 3 In 1,,RM 10.99,RM 12.89,https://myaeon2go.com/product/2016/nestum-3-in-1-brown-rice
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Naturel Blend Oil,3 kg,RM 29.99,RM 36.74,https://myaeon2go.com/product/2239/blend-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Naturel Cooking Oil 3 kg,,RM 29.99,RM 36.74,https://myaeon2go.com/product/2239/blend-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Basic Curry Noodle,5 x 77 g,RM 3.59,RM 5.29,https://myaeon2go.com/product/9997/mamee-basic-curry-noodle-5-x-77-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Sunflower Japanese Calrose Rice,5 kg,RM 29.99,RM 36.50,https://myaeon2go.com/product/6795/japanese-calrose-rice
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Calfresh Super Calrose,5 kg,RM 28.99,RM 36.00,https://myaeon2go.com/product/8381/calfresh-super-calrose
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Prego Chicken Mushroom,290 g,RM 4.40,RM 5.87,https://myaeon2go.com/product/2849/chicken-mushroom
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kimball Spaghetti,400 g,RM 3.39,RM 3.99,https://myaeon2go.com/product/2438/spaghetti
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kimball Dry Pasta,,RM 3.39,RM 3.99,https://myaeon2go.com/product/2438/spaghetti
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Baked Beans 230 g,,RM 3.40 to RM 3.60,,https://myaeon2go.com/product/2278/baked-beans
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Baked Beans,230 g,RM 3.40,,https://myaeon2go.com/product/2278/baked-beans
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,"Prego Tomato,Basil & Garlic Sauce",300 g,RM 4.40,RM 5.87,https://myaeon2go.com/product/2854/tomato%2Cbasil-&-garlic-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Tuna,,RM 7.59 to RM 7.68,,https://myaeon2go.com/product/2310/tuna-chunk-in-water
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Prego Herbs & Cheese Sauce,290 g,RM 4.40,RM 5.87,https://myaeon2go.com/product/2848/herbs-&-cheese-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Tuna Chunk In Water,150 g,RM 7.59,,https://myaeon2go.com/product/2310/tuna-chunk-in-water
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi 2 Minute Chicken 5+1 Instant Noodles,6 x 77 g,RM 4.79,RM 5.79,https://myaeon2go.com/product/9031/2-minute-chicken-5+1-instant-noodles
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,TOPVALU No.5 Spaghetti,400 g,RM 2.90,,https://myaeon2go.com/product/31158/no.5-spaghetti
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,CSR Natural Brown Sugar,1 kg,RM 5.34,,https://myaeon2go.com/product/3030/natural-brown-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Adabi Asam Jawa,200 g,RM 4.39,RM 4.95,https://myaeon2go.com/product/57/asam-jawa
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jati Signature Pusa Finest Basmathi 1121,5 kg,RM 29.59,RM 44.90,https://myaeon2go.com/product/9982/signature-pusa-finest-basmathi-1121
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kewpie Dressing Roasted Sesame,210 ml,RM 8.59,RM 9.13,https://myaeon2go.com/product/5860/dressing-roasted-sesame
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Gula Prai Soft Brown Sugar,500 g,RM 2.60,,https://myaeon2go.com/product/35988/soft-brown-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kewpie Dressing,,RM 6.99 to RM 8.59,RM 9.13,https://myaeon2go.com/product/2733/dressing-caesar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Hot Cup Tom Yum,61 g,RM 2.50,,https://myaeon2go.com/product/6076/maggi-hot-cup-tom-yum-61-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Tuna Chunks In Olive Oil,150 g,RM 7.59,,https://myaeon2go.com/product/2311/tuna-chunks-in-olive-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Prego Mushroom Spaghetti Sauce,300 g,RM 4.40,RM 5.87,https://myaeon2go.com/product/2853/mushroom-spaghetti-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Chili Tuna,160 g,RM 7.68,,https://myaeon2go.com/product/2286/chili-tuna
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kimball Macaroni,400 g,RM 3.39,RM 3.99,https://myaeon2go.com/product/2439/macaroni
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jalen Cuka Buatan,325 ml,RM 2.61,,https://myaeon2go.com/product/2721/cuka-buatan
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Chef Cup Creamy Tom Yam,70 g,RM 2.98,,https://myaeon2go.com/product/6114/chef-cup-creamy-tom-yam
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kewpie Dressing Roasted Sesame,500 g,RM 15.99,RM 19.90,https://myaeon2go.com/product/2738/dressing-roasted-sesame
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Chef Cup Noodle,,RM 2.98,,https://myaeon2go.com/product/6114/chef-cup-creamy-tom-yam
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Cap Bintang Tepung Jagung,400 g,RM 2.05,,https://myaeon2go.com/product/2098/tepung-jagung
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Nestle Koko Krunch Economy Pack,450 g,RM 17.50,,https://myaeon2go.com/product/2008/nestle-koko-krunch-economy-pack-450-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Big Instant,,RM 6.59 to RM 7.50,RM 7.10,https://myaeon2go.com/product/2455/big-chicken-instant
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Big Curry Instant,5 x 106 g,RM 6.59,RM 7.10,https://myaeon2go.com/product/2456/big-curry-instant
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Cap Kipas Udang Kicap Kacang Soya Manis,645 ml,RM 10.99,RM 12.30,https://myaeon2go.com/product/7759/kicap-kacang-soya-manis
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Maggi Chili Sauce,500 g,RM 4.99,RM 5.99,https://myaeon2go.com/product/6068/chili-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Buruh Cooking Oil,1 kg,RM 6.76,,https://myaeon2go.com/product/2234/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Beehoon,400 g,RM 2.79,RM 3.50,https://myaeon2go.com/product/2434/beehoon
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Faiza Tepung Gandum,1 kg,RM 3.46,,https://myaeon2go.com/product/2110/tepung-gandum
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Lee Kum Kee Panda Brand Oyster Sauce,770 g,RM 10.83,,https://myaeon2go.com/product/9881/panda-brand-oyster-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,TOPVALU Non Dairy Creamer,450 g,RM 4.90,,https://myaeon2go.com/product/23151/non-dairy-creamer
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Basic Chicken Noodle,5 x 77 g,RM 3.59,RM 5.29,https://myaeon2go.com/product/9996/mamee-basic-chicken-noodle-5-x-77-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Barilla Dry Pasta,,RM 6.99 to RM 11.10,RM 7.90,https://myaeon2go.com/product/2398/fusilli
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Barilla Spaghetti 5,500 g,RM 6.99,RM 8.10,https://myaeon2go.com/product/2399/spaghetti-5
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Kara Coconut Cream,110 ml,RM 2.36,,https://myaeon2go.com/product/49548/kara-coconut-cream-110-ml
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Saji Santan Coconut Milk,200 ml,RM 3.39,RM 3.80,https://myaeon2go.com/product/2188/santan-coconut-milk
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Tuna Omega-3 Flakes in Extra Virgin Olive Oil,150 g,RM 7.59,,https://myaeon2go.com/product/2314/tuna-omega-3-flakes-in-extra-virgin-olive-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ecobrown's Sella Cream Premium Basmathi,5 kg,RM 31.99,RM 44.50,https://myaeon2go.com/product/9966/sella-cream-premium-basmathi
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Kernel Corn,425 g,RM 4.40,,https://myaeon2go.com/product/2292/kernel-corn
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Indomie Mi Goreng Asli,5 x 85 g,RM 4.79,RM 5.81,https://myaeon2go.com/product/2429/mi-goreng-asli
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Indomie Mi Goreng,,RM 4.79,RM 5.70,https://myaeon2go.com/product/2428/mi-goreng-pedas
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,CED Natural Himalayan Pink Rock Salt,500 g,RM 3.00,,https://myaeon2go.com/product/2923/natural-himalayan-pink-rock-salt
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Alishan Whole Mushroom,425 g,RM 4.00,,https://myaeon2go.com/product/2276/whole-mushroom
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Prego Macaroni,500 g,RM 4.50,RM 5.13,https://myaeon2go.com/product/2532/macaroni
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Alishan Mushroom,,RM 4.00 to RM 4.74,,https://myaeon2go.com/product/2275/straw-mushroom
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Lee Kum Kee Selected Light Soy Sauce,500 ml,RM 7.99,RM 8.35,https://myaeon2go.com/product/5979/selected-light-soy-sauce
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Moly Thai Fragrant AA Rice,10 kg,RM 43.99,RM 63.85,https://myaeon2go.com/product/2616/moly-thai-fragrant-aa-rice
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,TOPVALU Elbow Pasta Macaroni,400 g,RM 2.90,,https://myaeon2go.com/product/31106/elbow-pasta-macaroni
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Sunflower Sella Gold Basmathi Pusa Cream,5 kg,RM 29.99,RM 47.90,https://myaeon2go.com/product/63650/sunflower-sella-gold-basmathi-pusa-cream-5-kg
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Bakers Choice Vitamin Flour,1 kg,RM 2.95,,https://myaeon2go.com/product/26443/vitamin-flour
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Super 5 Imported Thailand,10 kg,RM 34.99,RM 43.00,https://myaeon2go.com/product/2628/super-5-imported-thailand
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Munchy's Oat Krunch Breakfast Dark Chocolate With Blueberry,384 g,RM 8.30,RM 10.95,https://myaeon2go.com/product/26598/oat-krunch-breakfast-dark-chocolate-with-blueberry
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Chef Cup Spicy Chicken Shiitake Noodles,62 g,RM 2.98,,https://myaeon2go.com/product/10002/chef-cup-spicy-chicken-shiitake-noodles
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Sunflower Basmathi Pusa 1121 Cream,5 kg,RM 32.59,RM 52.50,https://myaeon2go.com/product/2657/basmathi-pusa-1121-cream
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,A1 Bihun Beras,455 g,RM 9.46,,https://myaeon2go.com/product/32/bihun-beras
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Seri Murni Cooking Oil,5 kg,RM 30.87,,https://myaeon2go.com/product/2265/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Faiza Bihun Siam,400 g,RM 3.99,,https://myaeon2go.com/product/2414/bihun-siam
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Ayam Brand Rendang Paste,180 g,RM 3.99,RM 5.25,https://myaeon2go.com/product/26458/rendang-paste
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Campbell's Cream Of Mushroom,290 g,RM 5.79,RM 6.25,https://myaeon2go.com/product/9958/cream-of-mushroom
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Chef Lontong,4 x 97 g,RM 4.90,RM 6.79,https://myaeon2go.com/product/2468/chef-lontong
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Life Chili Sauce Jumbo,725 g,RM 6.59,RM 7.25,https://myaeon2go.com/product/2789/chili-sauce-jumbo
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Chef,,RM 4.90,RM 6.79,https://myaeon2go.com/product/2467/chef-spicy-chicken-shiitake
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Youmee Plain Air Dried Noodles,420 g,RM 7.62,,https://myaeon2go.com/product/2579/plain-air-dried-noodles
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Nestle Nestum 3 In 1 Oats,14 x 30 g,RM 10.99,RM 12.89,https://myaeon2go.com/product/2018/nestum-3-in-1-oats
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Super 5 Imported Thailand,5 kg,RM 17.99,RM 20.96,https://myaeon2go.com/product/2629/super-5-imported-thailand
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Heinz Tomato Ketchup,300 g,RM 5.65,,https://myaeon2go.com/product/5758/tomato-ketchup
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Sunwhite Super Import (Wangi Thailand),1 kg,RM 8.40,,https://myaeon2go.com/product/2625/sunwhite-super-import-%28wangi-thailand%29
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Knorr Cube,,RM 3.60 to RM 4.20,,https://myaeon2go.com/product/2932/cube-chicken-no-msg
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Knorr Cube Chicken No MSG,6 Cubes,RM 4.20,,https://myaeon2go.com/product/2932/cube-chicken-no-msg
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Knife Cooking Oil,2 kg,RM 14.99,RM 15.65,https://myaeon2go.com/product/2229/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Express Vegetarian Cup Instant Noodle,6 x 65 g,RM 10.99,RM 11.83,https://myaeon2go.com/product/10009/express-vegetarian-cup-instant-noodle
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jati Signature Super Special Tempatan 5%,10 kg,RM 26.00,,https://myaeon2go.com/product/55587/jati-signature-super-special-tempatan-5%25-10-kg
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Mamee Express Curry Cup Instant Noodle,6 x 65 g,RM 10.99,RM 11.83,https://myaeon2go.com/product/10007/express-curry-cup-instant-noodle
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Jasmine Pusa Cream Basmathi Sella Parboiled,5 kg,RM 31.99,RM 49.90,https://myaeon2go.com/product/2618/pusa-cream-basmathi-sella-parboiled
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Cintan Instant,,RM 4.79 to RM 6.39,,https://myaeon2go.com/product/2403/instant-vegetarian-curry
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Alishan Fried Dace With Salted Black Bean,184 g,RM 4.44,,https://myaeon2go.com/product/8371/fried-dace-with-salted-black-bean
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Indomie Mi Goreng Spesial,5 x 85 g,RM 4.79,RM 5.81,https://myaeon2go.com/product/7297/mi-goreng-spesial
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Cintan Instant Curry,5 x 76 g,RM 4.79,RM 5.72,https://myaeon2go.com/product/2408/instant-curry
https://myaeon2go.com/products/category/6528959/grocery/pages/1-52,Grocery,Alishan Pickled Lettuce,182 g,RM 2.20,,https://myaeon2go.com/product/2277/pickled-lettuce
