Start URL,Category,Product,Unit,Price,Slash Price,Details Link
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Buttercup Butter Blend Spread,1 kg,RM 18.88,RM 21.51,https://myaeon2go.com/product/2096/butter-blend-spread
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Jasmine Sunwhite Super Import (Wangi Thailand),10 kg,RM 53.88,RM 73.34,https://myaeon2go.com/product/2626/sunwhite-super-import-%28wangi-thailand%29
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Jasmine Sunwhite Super Import (Wangi Thailand),5 kg,RM 30.88,RM 36.64,https://myaeon2go.com/product/2627/sunwhite-super-import-%28wangi-thailand%29
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,TOPVALU Rice Vermicelli,400 g,RM 6.90,,https://myaeon2go.com/product/30712/rice-vermicelli
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Maggi 2 Minute Instant Noodle,,RM 4.68 to RM 6.20,RM 5.79,https://myaeon2go.com/product/2450/2-minute-chicken-instant-noodle
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Maggi 2 Minute Curry Instant Noodle,5 x 79 g,RM 4.68,RM 5.79,https://myaeon2go.com/product/2453/2-minute-curry-instant-noodle
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,CSR Coarse Sugar,1 kg,RM 2.85,,https://myaeon2go.com/product/5429/coarse-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Maggi 2 Minute Curry 5+1 Instant Noodle,6 x 79 g,RM 4.68,RM 5.79,https://myaeon2go.com/product/2412/2-minute-curry-5+1-instant-noodle
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Knife Cooking Oil,5 kg,RM 30.88,RM 35.61,https://myaeon2go.com/product/2231/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Mi Sedaap Cup Noodle Goreng,81 g,RM 2.61,,https://myaeon2go.com/product/6183/cup-noodle-goreng
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Mi Sedaap Cup Noodle,,RM 2.61 to RM 3.15,,https://myaeon2go.com/product/6180/cup-noodle-baso-special
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Gula Prai Coarse Grain Sugar,1 kg,RM 2.85,,https://myaeon2go.com/product/36017/coarse-grain-sugar
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Buruh Cooking Oil,5 kg,RM 29.88,RM 30.85,https://myaeon2go.com/product/2236/cooking-oil
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Maggi Hot Cup Multipack,,RM 14.00,,https://myaeon2go.com/product/6077/maggi-hot-cup-chicken-multipack-6-x-57-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Maggi Hot Cup Curry Multipack,6 x 59 g,RM 14.00,,https://myaeon2go.com/product/6078/maggi-hot-cup-curry-multipack-6-x-59-g
https://myaeon2go.com/products/category/6528959/grocery/pages/1-49,Grocery,Red Eagle Cooking Oil,5 kg,RM 34.88,RM 35.45,https://myaeon2go.com/product/10775/cooking-oil
