Start URL,Category,Product,Price,Slash Price,Details Link
https://jgut.jayagrocer.com/collections/snacks,Snacks,Hup Seng Ping Pong Cream Cracker 428g,RM 4.90,,https://jgut.jayagrocer.com/products/hup-seng-ping-pong-special-cream-crackers-428g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Julie's Peanut Butter Sandwich Biscuits 360g,RM 11.50,,https://jgut.jayagrocer.com/products/julie-s-peanut-butter-sandwich-biscuit-360g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Schweppes Soda Water 320ml,RM 2.20 - RM 57.50,,https://jgut.jayagrocer.com/products/schweppes-soda-water-320ml
https://jgut.jayagrocer.com/collections/snacks,Snacks,McVities Digestive Biscuits 360g x 2,RM 20.90,,https://jgut.jayagrocer.com/products/mcvitie-s-digestive-biscuits-400g-x-3
https://jgut.jayagrocer.com/collections/snacks,Snacks,Jacob's Value Pack Cream Cracker 324g,RM 6.00,,https://jgut.jayagrocer.com/products/jacob-s-original-cream-cracker-360g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Pringles Sour Cream and Onion Potato Crisps 102g,RM 7.70,,https://jgut.jayagrocer.com/products/pringles-sour-cream-and-onion-potato-crisps-107g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Munchys Oat Krunch Dark Chocolate Biscuit 390g,RM 11.50,,https://jgut.jayagrocer.com/products/munchys-oat-krunch-dark-chocolate-biscuit-16packs-416g
https://jgut.jayagrocer.com/collections/snacks,Snacks,Julies Le Mond Puff Lemon Cookies 170g,RM 6.20,,https://jgut.jayagrocer.com/products/julie-s-le-mond-puff-lemon-sandwich-biscuit-170g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Oreo Sandwich Cookies 27.6g x 9,RM 7.90,,https://jgut.jayagrocer.com/products/oreo-vanilla-cream-sandwich-cookies-264-6g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Uncle Sabas Poppadam Original Flavour 70g,RM 5.50,,https://jgut.jayagrocer.com/products/uncle-sabas-original-poppadoms-lentil-chip-70g
https://jgut.jayagrocer.com/collections/snacks,Snacks,Ruffles Cheddar & Sour Cream Flavoured Potato Chips 184g,RM 16.90,,https://jgut.jayagrocer.com/products/ruffles-cheddar-sour-cream-flavoured-potato-chips-184g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Munchy's Funmix Assorted Biscuits 500g,RM 9.60,,https://jgut.jayagrocer.com/products/munchy-s-funmix-assorted-biscuits-500g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Doritos Nacho Cheese Tortilla Chips 198.4g,RM 15.90,,https://jgut.jayagrocer.com/products/doritos-nacho-cheese-tortilla-chips-198-4g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Sun-Maid Natural California Raisins Mini Snacks 14g x 14,RM 13.00,,https://jgut.jayagrocer.com/products/sun-maid-natural-california-raisins-mini-snacks-14g-x-14packs-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Tiger Original Biscuit 372.4g,RM 7.30,,https://jgut.jayagrocer.com/products/tiger-original-biscuit-420g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Julie's Cheese Sandwich Biscuits 336g,RM 11.50,,https://jgut.jayagrocer.com/products/julie-s-cheese-sandwich-biscuits-330g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Sunsweet Pitted Prunes Canister 340g,RM 28.50,,https://jgut.jayagrocer.com/products/sunsweet-pitted-prunes-340g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Snickers Fun Size Peanut Chocolate Bar 240g,RM 13.99,,https://jgut.jayagrocer.com/products/snickers-chocolate-fun-size-pack-240g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Cheezels Original Cheese Flavoured Snack 140g,RM 4.80,,https://jgut.jayagrocer.com/products/cheezels-original-cheese-flavoured-snack-165g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Kit Kat 2 Finger Sharebag Chocolate Wafer 17g x 10,RM 13.20,,https://jgut.jayagrocer.com/products/nestle-kit-kat-chocolate-wafer-fingers-17g-x-12pcs-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Pringles Original Potato Crisps 102g,RM 7.70,,https://jgut.jayagrocer.com/products/pringles-original-potato-crisps-107g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Munchy's Cream Crackers 300g,RM 5.60,,https://jgut.jayagrocer.com/products/munchy-s-cream-crackers-12-packs-300g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Oreo Mini Sandwich Cookies 17.5g x 8,RM 7.50,,https://jgut.jayagrocer.com/products/oreo-mini-sandwich-cookies-184g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Arnotts Tim Tam Classic Dark Biscuits 200g,RM 15.50,,https://jgut.jayagrocer.com/products/arnott-s-timtam-dark-chocolate-biscuit-200g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Wang Wang Senbei Rice Cracker (Kraker Beras) 92g,RM 5.50,,https://jgut.jayagrocer.com/products/wang-wang-senbei-rice-crackers-92g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Schweppes Tonic Water 320ml,RM 2.60 - RM 57.50,,https://jgut.jayagrocer.com/products/schweppes-tonic-water-320ml
https://jgut.jayagrocer.com/collections/snacks,Snacks,Kjeldsens Butter Cookies 454g,RM 39.50,,https://jgut.jayagrocer.com/products/kjeldsens-butter-cookies-454g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Cheezels Original Cheese Flavoured Snack 60g,RM 2.30,,https://jgut.jayagrocer.com/products/cheezels-original-cheese-flavoured-snack-60g-2
https://jgut.jayagrocer.com/collections/snacks,Snacks,Munchys Oat Krunch Strawberry and Blackcurrant Biscuit 390g,RM 11.50,,https://jgut.jayagrocer.com/products/munchys-oat-krunch-strawberry-and-blackcurrant-biscuit-16packs-416g
https://jgut.jayagrocer.com/collections/snacks,Snacks,Munchys Oat krunch Nutty Chocolate Biscuits 390g,RM 11.50,,https://jgut.jayagrocer.com/products/munchy-s-nutty-chocolate-oat-krunch-with-hazelnuts-416g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Daisho Roasted Sushi Seaweed 27g,RM 10.49,,https://jgut.jayagrocer.com/products/daisho-roasted-sushi-seaweed-27g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Hup Seng Ping Pong Special Cream Crackers 225g,RM 5.40,,https://jgut.jayagrocer.com/products/hup-seng-ping-pong-special-cream-crackers-225g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Hand Brand Roasted Groundnut Snack Pack 120g,RM 4.60,,https://jgut.jayagrocer.com/products/cap-tangan-ngan-yin-groundnuts-120g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Meiji Plain Craker 104g,RM 6.70,,https://jgut.jayagrocer.com/products/meiji-plain-crackers-104g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Schweppes Dry Ginger Ale Can 320ml,RM 2.60 - RM 9.70,,https://jgut.jayagrocer.com/products/schweppes-dry-ginger-ale-320ml
https://jgut.jayagrocer.com/collections/snacks,Snacks,Cheetos Flamin Hot Crunchy Cheese Snack (USA) 227g,RM 16.90,,https://jgut.jayagrocer.com/products/cheetos-flamin-hot-crunchy-cheese-snack-226-8g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Yogood Wildberry Yogurt Coated Muesli Bars 138g,RM 15.20,,https://jgut.jayagrocer.com/products/yogood-wildberry-yogurt-coated-muesli-bars-138g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Roma Coconut Biscuit 300g,RM 3.80,,https://jgut.jayagrocer.com/products/roma-coconut-biscuit-300g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,McVities Digestives Dark Chocolate (Twin Pack) 316g x 2,RM 21.90,,https://jgut.jayagrocer.com/products/mcvities-digestives-dark-chocolate-twin-pack-316g-x-2
https://jgut.jayagrocer.com/collections/snacks,Snacks,Kinder Bueno T6 Chocolate 43g x 3,RM 15.80,,https://jgut.jayagrocer.com/products/kinder-bueno-chocolate-43g-x-3packs-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Twisties Cheeky Cheddar Cheese Corn Snack 60g,RM 2.40,,https://jgut.jayagrocer.com/products/twisties-cheeky-cheddar-cheese-corn-snack-65g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Mc Vities Digestive Biscuits 400g,RM 11.60,,https://jgut.jayagrocer.com/products/mcvities-digestive-biscuits-400g
https://jgut.jayagrocer.com/collections/snacks,Snacks,Twist Chipster Sour Cream and Onion Flavour 130g,RM 8.20,,https://jgut.jayagrocer.com/products/chipster-potato-chips-sour-cream-and-onion-160g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Arnotts Chocolate Tim Tam Biscuit 200g,RM 15.50,,https://jgut.jayagrocer.com/products/arnott-s-timtam-original-chocolate-biscuit-200g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Wise Cottage Sour Cream and Onion Crinckle Cut Potato Chips 50g,RM 3.50,,https://jgut.jayagrocer.com/products/wise-cottage-fries-sour-cream-and-onion-potato-chips-65g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Munchy's Lexus Peanut Butter Sandwich Cracker 418g,RM 10.50,,https://jgut.jayagrocer.com/products/lexus-peanut-butter-sandwich-456g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Cheetos Puffs Cheese Snack 255.1g,RM 19.90,,https://jgut.jayagrocer.com/products/cheetos-puffs-cheese-snack-255-1g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Chachos Tortilla Corn Chips Cheesy Cheese Flavour 160g,RM 6.60,,https://jgut.jayagrocer.com/products/chachos-tortilla-corn-chips-cheesy-cheese-flavour-185g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Arnotts Lemon Crisp Biscuit 250g,RM 14.50,,https://jgut.jayagrocer.com/products/arnott-s-lemon-crisp-biscuit-250g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Floridia Freshly Shredded Mozzarella Cheese 500g,RM 29.90,,https://jgut.jayagrocer.com/products/floridia-freshly-shredded-mozzarella-cheese-500g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,McVities Digestives Milk Chocolate (Twin Pack) 316g x 2,RM 21.90,,https://jgut.jayagrocer.com/products/mcvities-digestives-milk-chocolate-twin-pack-2x316g
https://jgut.jayagrocer.com/collections/snacks,Snacks,Kit Kat 2 Finger Milk Chocolate Wafer 186g,RM 13.50,,https://jgut.jayagrocer.com/products/nestle-kitkat-20-7g-x-10
https://jgut.jayagrocer.com/collections/snacks,Snacks,Pocky Cookies & Cream Biscuit Stick Family Pack 168g,RM 12.50,,https://jgut.jayagrocer.com/products/pocky-cookies-cream-biscuit-stick-family-pack-160g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Tatua Mascarpone 500g,RM 28.20,,https://jgut.jayagrocer.com/products/tatua-mascarpone-500g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Healthy Almond 150g,RM 11.90,,https://jgut.jayagrocer.com/products/healthy-almond-150g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Healthy Cashew Nut 150g,RM 13.20,,https://jgut.jayagrocer.com/products/healthy-cashew-nuts-150g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Healthy Raisins (Kismis) 270g,RM 9.00,,https://jgut.jayagrocer.com/products/healthy-raisins-270g-1
https://jgut.jayagrocer.com/collections/snacks,Snacks,Healthy Walnut 120g,RM 10.90,,https://jgut.jayagrocer.com/products/healthy-walnut-120g-1
