Start URL,Category,Product,Price,Slash Price,Details Link
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS 4PLY HANGING TISSUE 250S,3.99,4.59,https://www.lotuss.com.my/en/product/75158763
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS FRAG HANKY TISSUE ROSE 6X10S,2.99,,https://www.lotuss.com.my/en/product/lotuss-frag-hanky-tissue-6x10s-rose-74717790
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS BOX TISSUE 4X170S,9.49,,https://www.lotuss.com.my/en/product/lotuss-facial-tissue-2-ply-200-sheets-x-4-boxes-74692399
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS FACIAL TISSUE 3PLY 100 SHEETS X 4 BOXES,11.99,,https://www.lotuss.com.my/en/product/lotuss-facial-tissue-3ply-120sx4-74696939
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS POP UP TISSUE 125SX6,7.35,,https://www.lotuss.com.my/en/product/lotuss-pop-up-tissue-125sx6-74700324
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS SERVIETTE 80GX6,6.49,,https://www.lotuss.com.my/en/product/lotuss-serviette-100gx6-74696971
https://www.lotuss.com.my/en/category/paper-products,Paper Products,LOTUSS COMPACT KITCHEN TOWEL 6X90S,16.49,,https://www.lotuss.com.my/en/product/lotuss-compact-kitchen-towel-6x90s-74763776
https://www.lotuss.com.my/en/category/paper-products,Paper Products,VINDA PRESTIGE 4D DECO EMBOSSED FACIAL TISSUE 3X110S M SIZE,9.45,10.90,https://www.lotuss.com.my/en/product/vinda-prestige-4d-softpack-m-74834991
https://www.lotuss.com.my/en/category/paper-products,Paper Products,PREMIER FACIAL TISSUE BOX 2PLY 4X200S,14.30,,https://www.lotuss.com.my/en/product/premier-face-4x200s-697974
https://www.lotuss.com.my/en/category/paper-products,Paper Products,PREMIER FACIAL TISSUE BOX 2PLY 5X90S,8.99,9.55,https://www.lotuss.com.my/en/product/premier-face-5x90s-697753
https://www.lotuss.com.my/en/category/paper-products,Paper Products,VALUE FACIAL TISSUE 70SX4,4.99,,https://www.lotuss.com.my/en/product/value-facial-tissue-150sx4-74692410
