Start URL,Category,Product,Price,Slash Price,Details Link
https://jgut.jayagrocer.com/collections/laundry,Laundry,Persil Superior Clothes Care Concentrated Liquid Detergent 2L,RM 21.40,,https://jgut.jayagrocer.com/products/persil-superior-clothes-care-concentrated-liquid-detergent-2l-1?variant=40939346198689
https://jgut.jayagrocer.com/collections/laundry,Laundry,Persil Fibre Intelligent Detergent 5kg,RM 41.50,,https://jgut.jayagrocer.com/products/persil-fibre-intelligent-detergent-5kg-1?variant=40939345346721
https://jgut.jayagrocer.com/collections/laundry,Laundry,TOP Super Colour Anti-Malodour Powder Detergent 2.1kg,RM 16.95,,https://jgut.jayagrocer.com/products/top-super-colour-anti-malodour-powder-detergent-2-3kg-1?variant=40939424448673
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Lavender Fresh Fabric Softener Refill 1.4L,RM 6.99,RM 7.59,https://jgut.jayagrocer.com/products/softlan-lavender-fresh-refill-1-4l-1?variant=40940581748897
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Spring Fresh Fabric Softener Refill 1.4L,RM 7.59,,https://jgut.jayagrocer.com/products/softlan-spring-fresh-fabric-softener-refill-1-4l?variant=43059618152609
https://jgut.jayagrocer.com/collections/laundry,Laundry,Clorox Bleach Regular 2L,RM 8.50,,https://jgut.jayagrocer.com/products/clorox-bleach-regular-2lit-1?variant=40939347738785
https://jgut.jayagrocer.com/collections/laundry,Laundry,Clorox Bleach Lemon Scent 1L x 2,RM 8.80,,https://jgut.jayagrocer.com/products/clorox-bleach-lemon-1l-x-2packs-1?variant=40939425759393
https://jgut.jayagrocer.com/collections/laundry,Laundry,Tlc Green Laundry Detergent Liquid Refill Pack 1.8L,RM 17.90,,https://jgut.jayagrocer.com/products/tlc-green-laundry-detergent-liquid-refill-pack-1-8l-1?variant=40940175556769
https://jgut.jayagrocer.com/collections/laundry,Laundry,TOP Colour Protect Liquid Detergent 3.6kg,RM 19.89,RM 27.50,https://jgut.jayagrocer.com/products/top-colour-protect-liquid-detergent-4kg-1?variant=40939893194913
https://jgut.jayagrocer.com/collections/laundry,Laundry,Comfort Concentrate Fabric Softener Pure 2L,RM 8.70,,https://jgut.jayagrocer.com/products/comfort-concentrate-fabric-softener-pure-2l-1?variant=40939346231457
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Colour Care Detergent Powder 2.1kg,RM 15.60,,https://jgut.jayagrocer.com/products/breeze-colour-care-detergent-powder-2-3kg-1?variant=40939360485537
https://jgut.jayagrocer.com/collections/laundry,Laundry,Clorox Bleach Regular 1L,RM 4.85,,https://jgut.jayagrocer.com/products/clorox-bleach-original-1l-1?variant=40939347476641
https://jgut.jayagrocer.com/collections/laundry,Laundry,BioZip Orange Detergent Powder 2.3kg,RM 11.70,,https://jgut.jayagrocer.com/products/bio-zip-orange-powder-2-3kg-1?variant=40939596710049
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Fabric Softener Spring Fresh Scent Blue 3L,RM 15.19,,https://jgut.jayagrocer.com/products/softlan-anti-wrinkles-spring-fresh-fabric-conditioner-3l-1?variant=40939347443873
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Detergent Liquid Anti-Bacterial & Colour Protect 3.6kg,RM 29.90,,https://jgut.jayagrocer.com/products/breeze-liq-a-bac-colour-3-6kg?variant=40940466765985
https://jgut.jayagrocer.com/collections/laundry,Laundry,Clorox Bleach Lemon 2L,RM 8.50,,https://jgut.jayagrocer.com/products/clorox-bleach-lemon-2l-1?variant=44007496220833
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Detergent Luxury Perfume Refill Pack 1.5kg,RM 11.85,,https://jgut.jayagrocer.com/products/breeze-detergent-luxury-perfume-refill-pack-1-5kg-1?variant=40940393660577
https://jgut.jayagrocer.com/collections/laundry,Laundry,Clorox Bleach Original Scent 1L x 2,RM 8.80,,https://jgut.jayagrocer.com/products/clorox-bleach-original-1l-x-2packs-1?variant=40939425792161
https://jgut.jayagrocer.com/collections/laundry,Laundry,Kuat Harimau Detergent Lemon 2.3kg,RM 9.60,,https://jgut.jayagrocer.com/products/kuat-harimau-detergent-lemon-2-4kg-1?variant=40939344724129
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Detergent Liquid Color Care Refill Pack 1.5kg,RM 11.85,,https://jgut.jayagrocer.com/products/breeze-detergent-liquid-color-care-refill-pack-1-8kg-1?variant=40940085641377
https://jgut.jayagrocer.com/collections/laundry,Laundry,Attack Colour Ultra Detergent Powder 1.6kg,RM 21.20,,https://jgut.jayagrocer.com/products/attack-colour-ultra-detergent-powder-1-6kg-1?variant=40939595923617
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Anti Wrinkles Floral Fantasy Fabric Softener (Pink) 5L,RM 23.49,,https://jgut.jayagrocer.com/products/softlan-pink-5lit-1?variant=40939347181729
https://jgut.jayagrocer.com/collections/laundry,Laundry,TOP Stain Buster Liquid Detergent 3.6kg,RM 19.89,RM 27.50,https://jgut.jayagrocer.com/products/top-stain-buster-liquid-detergent-4kg-1?variant=40939478548641
https://jgut.jayagrocer.com/collections/laundry,Laundry,Downy Sunrise Fresh Concentrate Fabric Conditioner Refill 590ml,RM 7.90,,https://jgut.jayagrocer.com/products/downy-sunrise-fresh-concentrate-fabric-conditioner-refill-700ml-1?variant=40940351586465
https://jgut.jayagrocer.com/collections/laundry,Laundry,Dettol Antibacterial Laundry Sanitiser 1.2L,RM 49.90,,https://jgut.jayagrocer.com/products/dettol-fresh-pine-laundry-sanitiser-1-2l-1?variant=40939510890657
https://jgut.jayagrocer.com/collections/laundry,Laundry,Maxkleen 9 Super Enzyme Power Powder Detergent 3kg,RM 39.00,,https://jgut.jayagrocer.com/products/maxkleen-9-uv-s-emzyme-power-3kg-1?variant=40939359994017
https://jgut.jayagrocer.com/collections/laundry,Laundry,Spin Low Suds Anti-Bacterial Detergent Powder 5kg,RM 29.00,,https://jgut.jayagrocer.com/products/spin-low-suds-anti-bacterial-detergent-powder-5kg-1?variant=40940302762145
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Liquid Detergent Power Clean Refill 1.5kg,RM 11.85,,https://jgut.jayagrocer.com/products/breeze-liq-p-clean-ref-1-8kg-1?variant=40940085510305
https://jgut.jayagrocer.com/collections/laundry,Laundry,Kao Bleach Colour Liquid 2L,RM 13.80,,https://jgut.jayagrocer.com/products/kao-bleach-colour-liquid-2l-1?variant=40939349016737
https://jgut.jayagrocer.com/collections/laundry,Laundry,K1000 Lavender Bloom Detergent Powder 5kg,RM 14.99,RM 17.00,https://jgut.jayagrocer.com/products/k1000-lavender-bloom-detergent-powder-5kg-1?variant=42809044959393
https://jgut.jayagrocer.com/collections/laundry,Laundry,Bio Zip Flora Detergent Powder 2.3kg,RM 11.70,,https://jgut.jayagrocer.com/products/bio-zip-flora-detergent-powder-2-3kg-1?variant=43842532769953
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Charcoal Fresh Fabric Softener Refill 1.4L,RM 7.59,,https://jgut.jayagrocer.com/products/softlan-charcoal-fresh-fabric-softener-refill-1-4l?variant=43059618250913
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Detergent Liquid Gentle On Skin 3.6kg,RM 29.90,,https://jgut.jayagrocer.com/products/breeze-liq-gentle-on-skin-3-6kg?variant=40940465291425
https://jgut.jayagrocer.com/collections/laundry,Laundry,Vanish Pink Powder Tub 900g,RM 49.90,,https://jgut.jayagrocer.com/products/vanish-power-o2-fabric-stain-remover-900g-1?variant=40939529699489
https://jgut.jayagrocer.com/collections/laundry,Laundry,Bio-Home Laundry Detergent 1.5L,RM 29.90,,https://jgut.jayagrocer.com/products/bio-home-laundry-detergent-1-5l-1?variant=40940378292385
https://jgut.jayagrocer.com/collections/laundry,Laundry,Cocorex Bleach Lemon 1kg x 2,RM 8.65,,https://jgut.jayagrocer.com/products/cocorex-bleach-lemon-2x1kg-1?variant=40939552702625
https://jgut.jayagrocer.com/collections/laundry,Laundry,Downy Sunrise Fabric Softener Refill 2.4L,RM 27.50,,https://jgut.jayagrocer.com/products/downy-sunrise-refill-2-4lit?variant=43037794074785
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Midnight Lutos Fabric Softener 2.5L,RM 15.19,,https://jgut.jayagrocer.com/products/softlan-midnight-lutos-2-5-lit-1?variant=40940463685793
https://jgut.jayagrocer.com/collections/laundry,Laundry,Downy Antibacterial Concentrate Fabric Softener Refill 1.4L,RM 19.70,,https://jgut.jayagrocer.com/products/downy-antibacterial-concentrate-fabric-softener-refill-1-5l-1?variant=40939618107553
https://jgut.jayagrocer.com/collections/laundry,Laundry,Tlc Green Concentrated Laundry Detergent 3kg,RM 39.90,,https://jgut.jayagrocer.com/products/tlc-green-concentrated-laundry-detergent-powder-3kg-1?variant=40939698913441
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Detergent Power clean 3.6kg,RM 29.90,,https://jgut.jayagrocer.com/products/breeze-detergent-power-clean-3-8kg-1?variant=40940086296737
https://jgut.jayagrocer.com/collections/laundry,Laundry,Top Cld (Blooming) Pink 3.6kg,RM 19.89,RM 27.50,https://jgut.jayagrocer.com/products/top-blooming-pleasures-liquid-detergent-3-6kg-1?variant=40940316688545
https://jgut.jayagrocer.com/collections/laundry,Laundry,Vanish White Liquid Bottle 1L,RM 26.90,,https://jgut.jayagrocer.com/products/vanish-white-fabric-stain-remover-whitener-1l-1?variant=40939940872353
https://jgut.jayagrocer.com/collections/laundry,Laundry,Top Powder (Blooming) 3.6kg,RM 22.99,RM 26.90,https://jgut.jayagrocer.com/products/top-super-blooming-3-6kg-1?variant=40939328864417
https://jgut.jayagrocer.com/collections/laundry,Laundry,Softlan Aroma Indulge Fabric Softener Refill 1.3L,RM 6.99,RM 7.59,https://jgut.jayagrocer.com/products/softlan-aroma-indulge-refill-fabric-softener-1-3l?variant=43059617890465
https://jgut.jayagrocer.com/collections/laundry,Laundry,Breeze Detergent  Powder Power Clean 400g,RM 3.90,,https://jgut.jayagrocer.com/products/breeze-dtg-powder-power-clean-400g-1?variant=40939335418017
https://jgut.jayagrocer.com/collections/laundry,Laundry,Top Gentle Care Laundry Detergent 3.6kg,RM 19.89,RM 27.50,https://jgut.jayagrocer.com/products/top-gentle-care-laundry-detergent-3-6kg?variant=43337884303521
https://jgut.jayagrocer.com/collections/laundry,Laundry,TLC Green Laundry Detergent Liquid 2L,RM 21.89,RM 22.90,https://jgut.jayagrocer.com/products/tlc-green-laundry-detergent-liquid-2l-1?variant=40940100452513
