Category,Product,Unit,Price,Slash Price,Savings,Percent savings,Unit Cost,Details Link,Start URL
Bathroom Roll,Kleenex Ultra Soft Aroma Clean with Floral Scent 8+2 rolls,,17.90,,,,,"<a href=""https://jgut.jayagrocer.com/products/kleenex-ultra-soft-aroma-clean-with-floral-scent-8-2-rolls?variant=44945776083105"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,"Kleenex Ultra Soft Aroma Clean with Floral Scent pack, 20pcs",20 pcs,25.99,35.50,9.51,26.80,1.30,"<a href=""https://jgut.jayagrocer.com/products/kleenex-ultra-soft-scented-toilet-tissue-20rolls-1?variant=40939441553569"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,"Paseo Xo 3Ply Bathroom Tissue pack, 8pcs",8 pcs,18.50,,,,2.31,"<a href=""https://jgut.jayagrocer.com/products/paseo-xo-3ply-bathroom-tissue-8pcs-pack?variant=44920552194209"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Premier Pulp Toilet Roll (3ply) 10rolls,,10.69,12.95,2.26,17.50,,"<a href=""https://jgut.jayagrocer.com/products/premier-pulp-toilet-roll-3ply-10rolls?variant=43904139395233"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,"Royal Gold Coporate Bathroom Tissue pack, 220pcs",220 pcs,2.35,,,,0.01,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-corporate-bathroom-tissue-220pcs-pack?variant=43824921804961"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,"Royal Gold Elegant Bathroom Tissue pack, 20pcs",20 pcs,25.90,31.00,5.10,16.50,1.29,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-luxurious-interleaf-bathroom-tissue-extra-soft-value-pack-20-rolls-1?variant=40939542020257"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Royal Gold Elegant Bathroom Tissues 210pcs x 10,210pcs x 10,15.99,18.60,2.61,14.00,,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-elegant-bathroom-tissues-210pcs-x-10?variant=44920391467169"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Royal Gold Elegant Toilet Roll 190pcs x 24,190pcs x 24,27.99,32.99,5.00,15.20,,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-elegant-toilet-roll-190s-x-24roll?variant=43451327905953"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Royal Gold Elegant Toilet Tissue 200pcs x 16,200pcs x 16,25.90,28.00,2.10,7.50,,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-elegant-toilet-tissue-roll-200pcs-x-16?variant=43880090632353"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Royal Gold Luxurios Toilet Roll 200pcs x 20,200pcs x 20,25.90,31.00,5.10,16.50,,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-quilted-bathroom-tissues-value-pack-3-ply-20roll-1?variant=40940509495457"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Royal Gold Luxurious Interleaf Bathroom Tissues 200pcs x 10,200pcs x 10,18.60,,,,,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-luxurious-interleaf-bathroom-tissues-200pcs-x-10?variant=44920344543393"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Royal Gold Toilet Tissue (Wrap) 210pcs x 10,210pcs x 10,18.60,,,,,"<a href=""https://jgut.jayagrocer.com/products/royal-gold-toilet-tissue-wrap-210pcs-x-10?variant=45212641099937"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Scott Extra Regular Toilet Roll 180pcs x 20,180pcs x 20,19.90,22.20,2.30,10.40,,"<a href=""https://jgut.jayagrocer.com/products/scott-extra-soft-bath-tissue-paper-180sheets-x-21?variant=40939356913825"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Vinda Deluxe 3Ply Bathroom Tissue 250pcs x 24,250pcs x 24,44.35,,,,,"<a href=""https://jgut.jayagrocer.com/products/vinda-deluxe-3ply-bathroom-tissue-250pcs-x-24?variant=44905109160097"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Vinda Deluxe 3Ply Bathroom Tissue Deco 200pcs x 8,200pcs x 8,24.45,,,,,"<a href=""https://jgut.jayagrocer.com/products/vinda-deluxe-3d-deco-toilet-tissue-8rolls-1?variant=40940376293537"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Vinda Deluxe Prestige Toilet Rolls-3ply 200pcs x 16,200pcs x 16,35.95,,,,,"<a href=""https://jgut.jayagrocer.com/products/vinda-deluxe-smooth-feel-toilet-rolls-3ply-200pcs-x-16?variant=43035499430049"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
