Category,Product,Unit,Price,Slash Price,Savings,Percent savings,Unit Cost,Cost per 100g/ml,Details Link,Start URL
Snacks,Rota Prawn Crackers,60 g,2.08,,,,,3.47,https://myaeon2go.com/product/5089/prawn-crackers,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal Dansk Luxury Wafer Chocolate,350 g,23.35,,,,,6.67,https://myaeon2go.com/product/7303/luxury-wafer-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton 55% Sugar Free Milk Dark Chocolate,100 g,11.00,,,,,11.00,https://myaeon2go.com/product/34346/55%25-sugar-free-milk-dark-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton 72% Dark Milk Chocolate,60 g,6.25,,,,,10.42,https://myaeon2go.com/product/20300/de-dolton-72%25-dark-milk-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Almond Milk Chocolate,400 g,28.70,,,,,7.17,https://myaeon2go.com/product/21578/royal-de-dolton-almond-milk-chocolate-400-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Almond White Chocolate,400 g,28.70,,,,,7.17,https://myaeon2go.com/product/19318/royal-de-dolton-almond-white-chocolate-400-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Assorted Chocolate,400 g,28.70,,,,,7.17,https://myaeon2go.com/product/21479/royal-de-dolton-assorted-chocolate-400-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Fruitlicious Assorted Chocolate,400 g,28.70,,,,,7.17,https://myaeon2go.com/product/39136/royal-de-dolton-fruitlicious-assorted-chocolate-380-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Golden Luxuriant,216 g,26.85,,,,,12.43,https://myaeon2go.com/product/34315/golden-luxuriant,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugar Free 72% Darkmilk Chocolate With Almond,100 g,13.95,,,,,13.95,https://myaeon2go.com/product/9647/sugar-free-72%25-darkmilk-chocolate-with-almond,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugar Free 72% Darkmilk Chocolate With Hazelnut,100 g,13.95,,,,,13.95,https://myaeon2go.com/product/9648/sugar-free-72%25-darkmilk-chocolate-with-hazelnut,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugar Free 72% Darkmilk Chocolate With Himalaya Pink Salt,100 g,13.95,,,,,13.95,https://myaeon2go.com/product/9646/royal-de-dolton-sugar-free-72-darkmilk-chocolate-with-himalaya-pink-salt-100-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugar Free Plus Almond 80% Dark Chocolate,90 g,14.00,,,,,15.56,https://myaeon2go.com/product/21339/sugar-free-plus-almond-80%25-dark-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugar Free Plus Himalayan Salt White Chocolate,90 g,14.00,,,,,15.56,https://myaeon2go.com/product/21581/sugar-free-plus-himalayan-salt-white-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugarfree 72% Darkmilk Chocolate,100 g,13.95,,,,,13.95,https://myaeon2go.com/product/20454/sugarfree-72%25-darkmilk-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Royal De Dolton Sugarfree Plus Milk 80% Dark Chocolate,90 g,14.00,,,,,15.56,https://myaeon2go.com/product/19514/sugarfree-plus-milk-80%25-dark-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Ruffles Potato Chips,,13.85,,,,,,https://myaeon2go.com/product/4600/potato-chips-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Ruffles Potato Chips Cheddar & Sour Cream,170 g,13.85,,,,,8.15,https://myaeon2go.com/product/4601/potato-chips-cheddar-&-sour-cream,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Ruffles Potato Chips Original,170 g,13.85,,,,,8.15,https://myaeon2go.com/product/4600/potato-chips-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Ruffles Potato Chips Sour Cream & Onion,170 g,13.85,,,,,8.15,https://myaeon2go.com/product/4602/potato-chips-sour-cream-&-onion,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Ryukakusan Nodo Sukkiri Ame Stick,42 g,7.00,,,,,16.67,https://myaeon2go.com/product/13442/nodo-sukkiri-ame-stick,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,San Carlo Classic Potato Chips,180 g,13.90,,,,,7.72,https://myaeon2go.com/product/24515/classic-potato-chips,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,San Carlo Wavy Potato Chips,180 g,13.90,,,,,7.72,https://myaeon2go.com/product/24526/wavy-potato-chips,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sanwa Soda Cracker Grains,480 g,16.85,,,,,3.51,https://myaeon2go.com/product/43649/soda-cracker-grains,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sanwa Soda Cracker Original,480 g,16.85,,,,,3.51,https://myaeon2go.com/product/43651/soda-cracker-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sanwa Soda Cracker Saltine,480 g,16.85,,,,,3.51,https://myaeon2go.com/product/43647/soda-cracker-saltine,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sanwa Soda Cracker Sesame,480 g,16.85,,,,,3.51,https://myaeon2go.com/product/43648/soda-cracker-sesame,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Savoursmiths Somerset Cheddar & Shallot Flavour Potato Chips,150 g,13.90,,,,,9.27,https://myaeon2go.com/product/53622/savoursmiths-somerset-cheddar-&-shallot-flavour-potato-chips-150-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Savoursmiths Wagyu Beef & Honey Mustard Flavour Potato Chips,150 g,13.90,,,,,9.27,https://myaeon2go.com/product/53624/savoursmiths-wagyu-beef-&-honey-mustard-flavour-potato-chips-150-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Scott's Vitamin C Pastilles Blackcurrant 50's,100 g,19.40,,,,,19.40,https://myaeon2go.com/product/23370/vitamin-c-pastilles-blackcurrant-50%27s,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sheila G's Brownie Brittle Chocolate Chip,142 g,21.90,,,,,15.42,https://myaeon2go.com/product/53610/sheila-g%27s-brownie-brittle-chocolate-chip-142-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Butter Biscuits,110 g,2.70,,,,,2.45,https://myaeon2go.com/product/49573/shoon-fatt-butter-biscuits-110-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Cream Cracker,400 g,4.27,,,,,1.07,https://myaeon2go.com/product/16548/cream-cracker,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Digestive Biscuits,250 g,4.90,,,,,1.96,https://myaeon2go.com/product/49575/shoon-fatt-digestive-biscuits-250-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Hazelnut Oat Cookies,90 g,2.70,,,,,3.00,https://myaeon2go.com/product/49572/shoon-fatt-hazelnut-oat-cookies-90-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Let's Party Assorted Refill Packs,900 g,15.00,,,,,1.67,https://myaeon2go.com/product/53078/shoon-fatt-let%27s-party-assorted-refill-packs-900-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Merceti Biscuit,280 g,4.65,,,,,1.66,https://myaeon2go.com/product/17457/merceti-biscuit,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Naiyu Jagung,350 g,5.15,,,,,1.47,https://myaeon2go.com/product/9729/naiyu-jagung,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Oaties Biscuits,248 g,4.90,,,,,1.98,https://myaeon2go.com/product/49574/shoon-fatt-oaties-biscuits-248-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Shoon Fatt Starkist Assorted Refill Packs,900 g,15.00,,,,,1.67,https://myaeon2go.com/product/53079/shoon-fatt-starkist-assorted-refill-packs-900-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Signature Market Dried Strawberries,110 g,14.90,,,,,13.55,https://myaeon2go.com/product/28449/dried-strawberries,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Signature Market Signature Market Classic Nut Mix,120 g,14.90,,,,,12.42,https://myaeon2go.com/product/37843/signature-market-classic-nut-mix,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Signature Market Signature Market Low Carb Mix,120 g,14.90,,,,,12.42,https://myaeon2go.com/product/37844/signature-market-low-carb-mix,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Skittles Fruit Biggie Bottle,100 g,7.95,,,,,7.95,https://myaeon2go.com/product/4875/fruit-biggie-bottle,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Skittles Share Bag,150 g,9.89,,,,,6.59,https://myaeon2go.com/product/6731/share-bag,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Skittles Sour Fruits,40 g,2.65,,,,,6.62,https://myaeon2go.com/product/6730/sour-fruits,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Skittles Squishy Cloudz Fruits,94 g,14.90,,,,,15.85,https://myaeon2go.com/product/31245/squishy-cloudz-fruits,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Skittles Squishy Cloudz Sour,94 g,14.90,,,,,15.85,https://myaeon2go.com/product/31194/squishy-cloudz-sour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Slai O'lai Biscuit Rolls Strawberry,128 g,3.20,,,,,2.50,https://myaeon2go.com/product/6732/biscuit-rolls-strawberry,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Bean Bean Original Flavour Family Pack,112 g,5.28,,,,,4.71,https://myaeon2go.com/product/12292/bean-bean-original-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Bean Bean Seaweed Flavour Family Pack,112 g,5.28,,,,,4.71,https://myaeon2go.com/product/12667/bean-bean-seaweed-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Biji Chili,250 g,4.50,,,,,1.80,https://myaeon2go.com/product/4603/biji-chili,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Chicken Snack,250 g,4.50,,,,,1.80,https://myaeon2go.com/product/4604/chicken-snack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Multigrain Cracker 8 x 16 g,,4.86,,,,,,https://myaeon2go.com/product/4605/grain-5-multigrain-cracker-green-peas,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Multigrain Cracker Green Peas,8 x 16 g,4.86,,,,0.61,3.80,https://myaeon2go.com/product/4605/grain-5-multigrain-cracker-green-peas,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Multigrain Cracker Potato,8 x 16 g,4.86,,,,0.61,3.80,https://myaeon2go.com/product/4608/grain-5-multigrain-cracker-potato,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Multigrain Cracker Spicy Paprika,8 x 16 g,4.86,,,,0.61,3.80,https://myaeon2go.com/product/4606/grain-5-multigrain-cracker-spicy-paprika,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Multigrain Cracker Tomato,8 x 16 g,4.86,,,,0.61,3.80,https://myaeon2go.com/product/4607/grain-5-multigrain-cracker-tomato,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Wholegrain Family Pack,,5.28,,,,,,https://myaeon2go.com/product/6747/grain-5-wholegrain-fire-chicken-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Wholegrain Fire Chicken Flavour Family Pack,112 g,5.28,,,,,4.71,https://myaeon2go.com/product/6747/grain-5-wholegrain-fire-chicken-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Wholegrain Sea Salt Flavour Family Pack,112 g,5.28,,,,,4.71,https://myaeon2go.com/product/6748/grain-5-wholegrain-sea-salt-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Wholegrain Seaweed Wasabi Flavour Family Pack,112 g,5.28,,,,,4.71,https://myaeon2go.com/product/6749/grain-5-wholegrain-seaweed-wasabi-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Grain 5 Wholegrain Sweet Corn Flavour Family Pack,112 g,5.28,,,,,4.71,https://myaeon2go.com/product/6750/grain-5-wholegrain-sweet-corn-flavour-family-pack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Mi Mi Prawn Flavour,70 g,1.93,,,,,2.76,https://myaeon2go.com/product/4610/mi-mi-prawn-flavour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Mimi Garlic Mi Spicy,70 g,1.93,,,,,2.76,https://myaeon2go.com/product/4612/mimi-garlic-mi-spicy,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Pick Fine,8 x 22 g,3.89,4.32,0.43,10.00,0.49,2.21,https://myaeon2go.com/product/4613/pick-fine,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Shoyuemi 60 g,,2.18,,,,,,https://myaeon2go.com/product/4614/shoyuemi-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Shoyuemi Black Pepper,60 g,2.18,,,,,3.63,https://myaeon2go.com/product/4616/shoyuemi-black-pepper,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Shoyuemi Original,8 x 14 g,4.69,,,,0.59,4.19,https://myaeon2go.com/product/4618/shoyuemi-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Shoyuemi Original,60 g,2.18,,,,,3.63,https://myaeon2go.com/product/4614/shoyuemi-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Shoyuemi Seaweed,60 g,2.18,,,,,3.63,https://myaeon2go.com/product/4617/shoyuemi-seaweed,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snek Ku Shoyuemi Spicy,60 g,2.18,,,,,3.63,https://myaeon2go.com/product/4615/shoyuemi-spicy,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Almond Dark Chocolate Bar Less Sugar,40 g,4.89,5.20,0.31,6.00,,12.22,https://myaeon2go.com/product/36594/almond-dark-chocolate-bar-less-sugar,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Minis Pouch,80 g,7.99,8.90,0.91,10.20,,9.99,https://myaeon2go.com/product/4877/minis-pouch,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Oats Funsize,220 g,11.49,14.90,3.41,22.90,,5.22,https://myaeon2go.com/product/4878/oats-funsize,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Peanut Chocolate Bar,3 x 51 g,9.99,11.00,1.01,9.20,3.33,6.53,https://myaeon2go.com/product/8634/peanut-chocolate-bar,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Peanut Fun Size,240 g,11.49,15.03,3.54,23.60,,4.79,https://myaeon2go.com/product/4876/peanut-fun-size,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Peanut Single Chocolate Bar,51 g,3.49,4.20,0.71,16.90,,6.84,https://myaeon2go.com/product/6752/peanut-single-chocolate-bar,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Pods,160 g,19.90,,,,,12.44,https://myaeon2go.com/product/9356/pods,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Snickers Single Chocolate Oats Bar,40 g,3.49,3.75,0.26,6.90,,8.73,https://myaeon2go.com/product/8635/single-chocolate-oats-bar,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sorbon Selection Fruity,180 g,24.90,,,,,13.83,https://myaeon2go.com/product/54449/sorbon-selection-fruity-180-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Strepsils Pouch Extra Strong,6 ' s,6.10,,,,,,https://myaeon2go.com/product/12220/pouch-extra-strong,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Strepsils Pouch Regular,6 ' s,6.10,,,,,,https://myaeon2go.com/product/12111/pouch-regular,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sugus Chewy Candy Blackcurrant Stick,30 g,1.35,,,,,4.50,https://myaeon2go.com/product/8636/chewy-candy-blackcurrant-stick,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sugus Chewy Candy Orange Stick,30 g,1.35,,,,,4.50,https://myaeon2go.com/product/8637/chewy-candy-orange-stick,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sugus Chewy Candy Strawberry Stick,30 g,1.35,,,,,4.50,https://myaeon2go.com/product/8638/chewy-candy-strawberry-stick,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sukantha Rice Crisps With Cashew Nuts,80 g,11.99,13.50,1.51,11.20,,14.99,https://myaeon2go.com/product/55403/sukantha-rice-crisps-with-cashew-nuts-80-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sukantha Rice Crisps With Mixed Seeds,75 g,11.99,13.50,1.51,11.20,,15.99,https://myaeon2go.com/product/55404/sukantha-rice-crisps-with-mixed-seeds-75-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sukantha Rice Crisps With Sesame,60 g,11.99,13.50,1.51,11.20,,19.98,https://myaeon2go.com/product/55402/sukantha-rice-crisps-with-sesame-60-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sukantha Rice Crisps With Tom Yum,75 g,11.99,13.50,1.51,11.20,,15.99,https://myaeon2go.com/product/55401/sukantha-rice-crisps-with-tom-yum-75-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunflower Seed,160 g,5.18,,,,,3.24,https://myaeon2go.com/product/8011/sunflower-seed,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Dried Guava,140 g,11.25,,,,,8.04,https://myaeon2go.com/product/17797/dried-guava,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Dried Mango,130 g,16.49,,,,,12.68,https://myaeon2go.com/product/4999/dried-mango,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Dried Pitted Dates,35 g,2.00,,,,,5.71,https://myaeon2go.com/product/12448/dried-pitted-dates,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Dried Pitted Prunes,120 g,6.38,,,,,5.32,https://myaeon2go.com/product/18202/dried-pitted-prunes,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Dried Pitted Prunes,35 g,2.00,,,,,5.71,https://myaeon2go.com/product/6886/dried-pitted-prunes,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Dried Raisins With Cranberries,130 g,6.38,,,,,4.91,https://myaeon2go.com/product/17965/dried-raisins-with-cranberries,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Jumbo Raisin Thompson,120 g,6.38,,,,,5.32,https://myaeon2go.com/product/18125/jumbo-raisin-thompson,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Seedless Dried Plum,18 g,4.40,,,,,24.44,https://myaeon2go.com/product/18198/seedless-dried-plum,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Seedless Mint Plum,18 g,4.40,,,,,24.44,https://myaeon2go.com/product/18123/seedless-mint-plum,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sungift Sweet Cured Plum,50 g,3.87,,,,,7.74,https://myaeon2go.com/product/18602/sweet-cured-plum,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunmaid California Raisins,250 g,10.33,,,,,4.13,https://myaeon2go.com/product/5000/california-raisins,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunmaid California Raisins,6 x 30 g,11.46,,,,1.91,6.37,https://myaeon2go.com/product/6809/california-raisins,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunmaid California Raisins Mini Snack,14 x 14.1 g,9.99,11.50,1.51,13.10,0.71,,https://myaeon2go.com/product/5002/california-raisins-mini-snack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunmaid California Raisins Mini Snack,9 x 14 g,9.38,,,,1.04,7.44,https://myaeon2go.com/product/5003/california-raisins-mini-snack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunsweet California Pitted Prunes USA,340 g,25.62,,,,,7.54,https://myaeon2go.com/product/5006/california-pitted-prunes-usa,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sunsweet California Pitted Prunes USA,200 g,16.67,,,,,8.34,https://myaeon2go.com/product/5005/california-pitted-prunes-usa,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Suntree Jumbo Raisins Thompson,150 g,8.50,,,,,5.67,https://myaeon2go.com/product/55624/suntree-jumbo-raisins-thompson-150-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Supernut Garlic Flavour,120 g,3.85,,,,,3.21,https://myaeon2go.com/product/4952/garlic-flavour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Supernut Menglembu,120 g,3.85,,,,,3.21,https://myaeon2go.com/product/9337/menglembu,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sweet & Sour Dried Fruit White Papaya Strips,55 g,3.30,,,,,6.00,https://myaeon2go.com/product/53132/sweet-&-sour-dried-fruit-white-papaya-strips-55-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,Sweet & Sour Preserved Mango With Skin,85 g,3.30,,,,,3.88,https://myaeon2go.com/product/53137/sweet-&-sour-preserved-mango-with-skin-85-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TG Sungift Cranberries,110 g,6.38,,,,,5.80,https://myaeon2go.com/product/6857/cranberries,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TG Sungift Jumbo Raisin Medley,120 g,6.38,,,,,5.32,https://myaeon2go.com/product/6858/jumbo-raisin-medley,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TKG Crispy Cones Marvellous Mayo,50 g,7.90,,,,,15.80,https://myaeon2go.com/product/43657/crispy-cones-marvellous-mayo,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TKG Crispy Cones Oh So Corny,50 g,7.90,,,,,15.80,https://myaeon2go.com/product/43658/crispy-cones-oh-so-corny,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TKG Yumi Corn Stick BBQ Chicken,20's x 8.5 g,16.99,19.90,2.91,14.60,0.85,,https://myaeon2go.com/product/43654/yumi-corn-stick-bbq-chicken,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TKG Yumi Corn Stick Cheese,20's x 8.5 g,16.99,19.90,2.91,14.60,0.85,,https://myaeon2go.com/product/43655/yumi-corn-stick-cheese,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TKG Yumi Corn Stick Original,20's x 8.5 g,16.99,19.90,2.91,14.60,0.85,,https://myaeon2go.com/product/43653/yumi-corn-stick-original,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU 70% Cacao Bite-Sized Black Chocolate,135 g,14.90,,,,,11.04,https://myaeon2go.com/product/34629/70%25-cacao-bite-sized-black-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Almond Cranberry Oats Clusters,300 g,13.90,,,,,4.63,https://myaeon2go.com/product/9409/almond-cranberry-oats-clusters,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Arare Rice Cracker With Shinmai Flavour,60 g,5.00,,,,,8.33,https://myaeon2go.com/product/40398/arare-rice-cracker-with-shinmai-flavour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Arare Rice Cracker With Sriracha Flavour,60 g,5.00,,,,,8.33,https://myaeon2go.com/product/40399/arare-rice-cracker-with-sriracha-flavour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Baked Multigrain Rice Cracker Sea Salt Flavour,50 g,5.00,,,,,10.00,https://myaeon2go.com/product/27811/baked-multigrain-rice-cracker-sea-salt-flavour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Baked Multigrain Rice Cracker Tom Yum Flavour,50 g,5.00,,,,,10.00,https://myaeon2go.com/product/27804/baked-multigrain-rice-cracker-tom-yum-flavour,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price 8 Kinds Of Vegetable Potato Chips Salt,90 g,8.90,,,,,9.89,https://myaeon2go.com/product/51587/topvalu-best-price-8-kinds-of-vegetable-potato-chips-salt-90-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price Almond Chocolate,52 g,6.90,,,,,13.27,https://myaeon2go.com/product/34673/best-price-almond-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price Bite-Sized Peanut Chocolate,68 g,6.90,,,,,10.15,https://myaeon2go.com/product/34652/best-price-bite-sized-peanut-chocolate,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price Buckwheat Cookies,70 g,5.90,,,,,8.43,https://myaeon2go.com/product/23814/best-price-buckwheat-cookies,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price Chocolate Chip Cookies,85 g,6.90,,,,,8.12,https://myaeon2go.com/product/31091/best-price-chocolate-chip-cookies,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price Corn Snack,60 g,5.90,,,,,9.83,https://myaeon2go.com/product/47707/topvalu-best-price-corn-snack-60-g,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
Snacks,TOPVALU Best Price Egg Ball Snack,70 g,5.90,,,,,8.43,https://myaeon2go.com/product/20601/best-price-egg-ball-snack,https://myaeon2go.com/products/category/6758871/snacks/pages/1-15
